,gene,pvalue,chromosome
3202,id1014743,4.840743908443933e-11,ch-1
3203,id1014746,9.558293636459037e-09,ch-1
3204,id1014748,8.536895935846359e-10,ch-1
3205,id1014749,0.01883164806662345,ch-1
3206,id1014751,0.0019116960825323256,ch-1
3207,wd1001682,1.8871515766666696e-08,ch-1
3208,id1014752,0.0029887748702442747,ch-1
3209,id1014756,6.061062054031859e-09,ch-1
3210,id1014765,6.457031055836557e-169,ch-1
3211,id1014772,1.1075123458163303e-173,ch-1
3212,id1014783,3.0610227032378903e-10,ch-1
3213,id1014784,7.177314464684209e-07,ch-1
3214,id1014791,3.9614487605765597e-10,ch-1
3215,id1014795,3.842044166176885e-08,ch-1
3216,id1014796,8.092458548339995e-10,ch-1
3217,id1014800,0.016998524128032093,ch-1
3218,id1014805,0.0002858324469217837,ch-1
3219,id1014806,9.442306848343995e-10,ch-1
3220,id1014808,0.03565961455991812,ch-1
3221,id1014819,7.968954901017415e-07,ch-1
3222,id1014820,2.1327001485940925e-11,ch-1
3223,id1014824,8.868364439076444e-10,ch-1
3224,id1014829,3.99088521536646e-12,ch-1
3225,id1014834,1.536457965590832e-12,ch-1
3226,id1014836,0.0011057384837825882,ch-1
3227,id1014841,0.020636505981513155,ch-1
3228,id1014844,0.01329911587662569,ch-1
3229,id1014846,9.501547770165006e-10,ch-1
3230,id1014851,9.752480038904794e-05,ch-1
3231,id1014853,8.58467475848096e-06,ch-1
3232,id1014858,8.031287155519908e-10,ch-1
3233,id1014866,3.526253126727697e-13,ch-1
3234,id1014867,1.8233920452295043e-13,ch-1
3235,id1014876,8.583330618251628e-06,ch-1
3236,id1014877,9.274191602325522e-11,ch-1
3237,id1014882,2.0656434897805662e-14,ch-1
3238,id1014888,1.0052753811651645e-11,ch-1
3239,id1014895,0.26585691714070986,ch-1
3240,id1014899,4.831401401412777e-14,ch-1
3241,id1014908,2.7147016556497626e-18,ch-1
3242,id1014909,0.07266685519312498,ch-1
3243,id1014913,0.001940368171523637,ch-1
3244,id1014918,0.0002012240202500015,ch-1
3245,id1014919,4.0527949713084624e-08,ch-1
3246,id1014925,6.930976089761357e-12,ch-1
3247,id1014929,0.25199795173185857,ch-1
3248,id1014932,0.0016797050485182303,ch-1
3249,id1014942,2.451136304720222e-11,ch-1
3250,id1014945,3.076279777989077e-12,ch-1
3251,id1014951,2.528489982807018e-06,ch-1
3252,id1014956,0.0023278863752142502,ch-1
3253,id1014957,0.11341706665850099,ch-1
3254,id1014959,0.000885718526564504,ch-1
3255,id1014962,5.837083108402735e-19,ch-1
3256,id1014964,4.656477576813297e-07,ch-1
3257,id1014965,0.00012501699729933218,ch-1
3258,id1014967,1.1018012505562426e-05,ch-1
3259,id1014973,1.1765087725258791e-05,ch-1
3260,id1014974,9.500367134286906e-05,ch-1
3261,id1014976,1.2831811546448247e-05,ch-1
3262,id1014980,7.607693659283248e-06,ch-1
3263,id1014982,2.746264001864581e-06,ch-1
3264,id1014984,0.00820852523446659,ch-1
3265,id1014987,8.472002118056411e-05,ch-1
3266,id1014989,3.758326693590513e-07,ch-1
3267,id1014992,1.214586656147001e-07,ch-1
3268,id1015001,7.390599432273549e-09,ch-1
3269,id1015006,8.372039767216894e-06,ch-1
3270,id1015010,0.005399729157428806,ch-1
3271,id1015013,0.00023302585289261023,ch-1
3272,id1015016,1.320903410645461e-08,ch-1
3273,id1015018,0.0003172601100508034,ch-1
3274,id1015025,0.009085987961196912,ch-1
3275,id1015026,7.479611563863625e-12,ch-1
3276,id1015032,6.080290177803542e-15,ch-1
3277,id1015035,8.431191983952559e-13,ch-1
3278,id1015045,0.0009032319649208164,ch-1
3279,id1015056,0.7032418720965068,ch-1
3280,id1015060,1.6972531072522175e-06,ch-1
3281,id1015061,0.011463032384812102,ch-1
3282,id1015065,1.8454005922018616e-05,ch-1
3283,id1015073,0.15422092563210282,ch-1
3284,id1015074,9.362158074353589e-06,ch-1
3285,id1015077,1.695687039754061e-06,ch-1
3286,id1015078,1.4604835386311148e-05,ch-1
3287,id1015094,5.447117123398565e-13,ch-1
3288,id1015097,9.775339959264283e-12,ch-1
3289,id1015101,0.00021615551756154673,ch-1
3290,id1015105,1.587885023770324e-05,ch-1
3291,id1015106,1.6925131163911065e-13,ch-1
3292,id1015116,3.1489654561919464e-06,ch-1
3293,id1015118,0.8492290363574793,ch-1
3294,id1015145,0.21840396165065204,ch-1
3295,id1015156,1.0872107721722894e-07,ch-1
3296,id1015174,0.01204576248148437,ch-1
3297,id1015197,0.002668320613601758,ch-1
3298,id1015216,1.1171949678092493e-06,ch-1
3299,id1015219,0.0007301868989757861,ch-1
3300,id1015221,0.579106694478922,ch-1
3301,id1015222,1.5196020789967275e-186,ch-1
3302,id1015230,1.4015068958591042e-05,ch-1
3303,id1015234,1.3126752571407445e-08,ch-1
3304,id1015235,0.05074560368367113,ch-1
3305,id1015238,2.0686559550280264e-05,ch-1
3306,id1015240,0.00035052803103759916,ch-1
3307,id1015241,0.0004527153302754425,ch-1
3308,id1015252,0.0005076914281615496,ch-1
3309,id1015254,1.0186502230744037e-05,ch-1
3310,id1015257,3.4344541142499694e-09,ch-1
3311,id1015258,6.229913732582441e-06,ch-1
3312,id1015259,8.639528507548585e-06,ch-1
3313,id1015260,2.3353652955783397e-05,ch-1
3314,id1015267,0.0004008976041380453,ch-1
3315,id1015276,4.347742080624282e-08,ch-1
3316,id1015277,0.2543889448364982,ch-1
3317,id1015279,2.997641675739833e-05,ch-1
3318,id1015282,1.118507843187621e-05,ch-1
3319,id1015291,4.0432847010553185e-19,ch-1
3320,id1015292,1.4781417938539391e-18,ch-1
3321,id1015294,0.06486346577014739,ch-1
3322,id1015301,5.686974004536761e-15,ch-1
3323,wd1001725,1.528430254865593e-17,ch-1
3324,id1015303,1.6859581918800326e-13,ch-1
3325,id1015306,5.591521505706804e-20,ch-1
3326,id1015307,3.4514903124862772e-12,ch-1
3327,id1015308,0.43172230510824605,ch-1
3328,id1015310,2.4060480676089167e-13,ch-1
3329,id1015315,2.037899691964128e-13,ch-1
3330,id1015327,1.9146183621608367e-13,ch-1
3331,id1015339,2.953792348752105e-15,ch-1
3332,id1015341,1.035443558075547e-09,ch-1
3333,id1015355,5.591521505706804e-20,ch-1
3334,id1015364,3.025475608710343e-14,ch-1
3335,id1015366,0.0017555538968854166,ch-1
3336,id1015369,0.8224554768236756,ch-1
3337,id1015377,2.6895794756339784e-07,ch-1
3338,id1015380,0.6417858647866057,ch-1
3339,id1015381,1.567682427532238e-07,ch-1
3340,id1015382,2.2661189387680692e-07,ch-1
3341,id1015386,2.091707054484176e-18,ch-1
3342,id1015389,1.239267907154934e-18,ch-1
3343,id1015390,0.18837628637491216,ch-1
3344,id1015392,8.227931167183819e-19,ch-1
3345,id1015394,1.495499942976254e-19,ch-1
3346,id1015395,4.393526835383556e-07,ch-1
3347,id1015402,0.0006781503510323276,ch-1
3348,id1015404,0.06376346491182353,ch-1
3349,id1015406,4.880592192066257e-19,ch-1
3350,id1015408,5.47196017036376e-20,ch-1
3351,id1015417,1.5804092308288806e-19,ch-1
3352,id1015436,2.2787558179622833e-20,ch-1
3353,id1015437,3.832267540582234e-20,ch-1
3354,id1015441,0.0346538848850358,ch-1
3355,id1015445,0.009935035950923531,ch-1
3356,id1015450,0.057770670225016085,ch-1
3357,id1015452,2.6923265027382927e-25,ch-1
3358,id1015458,0.034095958418034936,ch-1
3359,id1015467,0.020206719815332588,ch-1
3360,id1015478,0.0007443537861038037,ch-1
3361,id1015482,3.7568339013000303e-06,ch-1
3362,id1015495,1.3825238877738504e-18,ch-1
3363,id1015497,9.06115736818917e-20,ch-1
3364,id1015509,0.13342374585467998,ch-1
3365,id1015515,0.004123105604162231,ch-1
3366,id1015516,0.004619396416816775,ch-1
3367,id1015529,0.004619396416816775,ch-1
3368,id1015533,0.13750952503552646,ch-1
3369,id1015538,0.010100361603520822,ch-1
3370,id1015539,0.0017572589924572043,ch-1
3371,id1015541,5.83272339499544e-14,ch-1
3372,id1015544,1.2402240806652426e-23,ch-1
3373,id1015546,4.8638486938745355e-11,ch-1
3374,id1015550,0.15175147177904427,ch-1
3375,id1015551,3.3043479432159947e-15,ch-1
3376,id1015552,0.016248225910690365,ch-1
3377,id1015555,0.00043876441407889933,ch-1
3378,id1015556,8.005706338685512e-13,ch-1
3379,id1015566,4.686386499159434e-10,ch-1
3380,id1015567,1.609093662566486e-14,ch-1
3381,id1015578,2.7550892214813678e-18,ch-1
3382,id1015591,0.00353476321162897,ch-1
3383,id1015594,6.840390156557888e-12,ch-1
3384,id1015596,3.0288234568277244e-11,ch-1
3385,ud1001198,7.34303803686691e-12,ch-1
3386,id1015602,1.6224449879645376e-11,ch-1
3387,id1015604,0.004182022069530227,ch-1
3388,id1015607,6.626274476191506e-12,ch-1
3389,id1015608,0.31222557975902465,ch-1
3390,id1015610,5.32962825546923e-16,ch-1
3391,id1015617,3.755290441026412e-12,ch-1
3392,id1015620,0.01641788487288657,ch-1
3393,id1015624,1.9392250436233378e-13,ch-1
3394,id1015627,1.5777421498695374e-12,ch-1
3395,id1015631,5.910771190934488e-09,ch-1
3396,id1015638,6.158144468093776e-13,ch-1
3397,id1015644,0.2417840451731048,ch-1
3398,id1015647,4.70663713358406e-12,ch-1
3399,id1015653,0.11076717036666657,ch-1
3400,id1015654,3.706762955974181e-13,ch-1
3401,id1015655,0.884394460765921,ch-1
3402,id1015656,1.9690865194852677e-12,ch-1
3403,id1015658,0.03301048149744595,ch-1
3404,id1015659,5.172625434967895e-10,ch-1
3405,id1015685,5.825288727543891e-12,ch-1
3406,id1015687,4.0191886474279884e-15,ch-1
3407,id1015688,1.8227052569592194e-14,ch-1
3408,id1015694,2.0315241935289933e-11,ch-1
3409,id1015707,6.345655420940776e-12,ch-1
3410,id1015711,2.1252859237772814e-12,ch-1
3411,id1015716,1.2060817432004823e-08,ch-1
3412,id1015720,4.309753950907672e-11,ch-1
3413,id1015721,0.6057762248111064,ch-1
3414,id1015722,2.2276161600755687e-12,ch-1
3415,id1015726,0.694368601689826,ch-1
3416,id1015732,0.9730953556607792,ch-1
3417,id1015737,0.06100604995804992,ch-1
3418,id1015742,2.4889345243886613e-08,ch-1
3419,id1015747,0.09015920461393251,ch-1
3420,id1015749,3.678336363973113e-07,ch-1
3421,id1015762,0.026495071284508304,ch-1
3422,id1015764,2.870912758384462e-08,ch-1
3423,id1015767,0.04762128665556984,ch-1
3424,id1015770,0.04552070680893634,ch-1
3425,id1015784,1.9793129539229676e-05,ch-1
3426,id1015785,5.722740531055813e-10,ch-1
3427,id1015789,3.778460457825105e-18,ch-1
3428,id1015790,0.062243231551077444,ch-1
3429,id1015794,3.778460457825105e-18,ch-1
3430,id1015804,2.0090577123059175e-08,ch-1
3431,id1015811,1.0259095742087584e-20,ch-1
3432,id1015814,3.658792070006786e-07,ch-1
3433,id1015816,0.005262251480309629,ch-1
3434,id1015823,0.07348893215154366,ch-1
3435,id1015827,9.277457657954123e-09,ch-1
3436,id1015828,1.1475914246860948e-06,ch-1
3437,id1015830,1.1856420719309261e-08,ch-1
3438,id1015834,1.5123230078482246e-09,ch-1
3439,id1015835,8.191970061618845e-10,ch-1
3440,id1015853,9.247917072085776e-09,ch-1
3441,id1015856,0.002695403452827136,ch-1
3442,id1015861,5.388184397786222e-10,ch-1
3443,id1015865,3.0819587777968236e-11,ch-1
3444,id1015869,6.948607642589148e-10,ch-1
3445,id1015874,1.0385636595589408e-09,ch-1
3446,id1015878,1.893055003189539e-09,ch-1
3447,id1015879,0.6102106286988842,ch-1
3448,id1015882,1.679586707380658e-08,ch-1
3449,id1015883,1.8604036258604354e-09,ch-1
3450,id1015886,0.0017645020590544122,ch-1
3451,id1015889,4.441958732250687e-06,ch-1
3452,id1015893,4.2559828907437395e-09,ch-1
3453,id1015895,9.377601007153462e-12,ch-1
3454,id1015902,6.940387706291816e-10,ch-1
3455,id1015904,8.214950742476379e-15,ch-1
3456,id1015908,3.8492509270147176e-14,ch-1
3457,id1015917,2.3876085161778074e-05,ch-1
3458,id1015924,1.1561659875014515e-14,ch-1
3459,id1015928,1.6459918608272547e-14,ch-1
3460,id1015931,8.542018799314643e-17,ch-1
3461,id1015932,0.20874797148641153,ch-1
3462,id1015935,1.5510817548212178e-08,ch-1
3463,id1015939,1.6970724221434265e-15,ch-1
3464,id1015944,0.0012873547554853445,ch-1
3465,id1015948,0.42993306179868773,ch-1
3466,id1015949,6.380612288854398e-16,ch-1
3467,id1015954,1.5077259841534178e-15,ch-1
3468,id1015955,1.8257104377522802e-13,ch-1
3469,id1015957,1.9079391470554901e-16,ch-1
3470,id1015967,1.1456908229130255e-18,ch-1
3471,id1015970,5.318939388463517e-06,ch-1
3472,id1015984,2.0330904419775186e-18,ch-1
3473,id1015988,2.1321568841177576e-08,ch-1
3474,id1015989,4.115196460583888e-06,ch-1
3475,id1015990,3.124369474124437e-18,ch-1
3476,id1015991,1.4581912722825768e-18,ch-1
3477,id1016001,1.49819301760004e-18,ch-1
3478,id1016002,9.689182183438767e-19,ch-1
3479,id1016011,3.37782857878658e-07,ch-1
3480,id1016014,1.3563854086850758e-07,ch-1
3481,id1016026,6.182705120275866e-12,ch-1
3482,id1016039,8.032343637877997e-19,ch-1
3483,id1016040,0.3507001543735103,ch-1
3484,id1016042,2.2916404442921407e-07,ch-1
3485,id1016050,9.25068732042345e-18,ch-1
3486,id1016053,5.025786755015714e-07,ch-1
3487,id1016076,7.691071526317971e-18,ch-1
3488,id1016077,4.62916428003506e-18,ch-1
3489,id1016078,1.0842307340961819e-05,ch-1
3490,id1016079,1.631031493356528e-17,ch-1
3491,id1016082,1.1440892342987224e-05,ch-1
3492,id1016085,2.0863771295797743e-07,ch-1
3493,id1016090,1.2341812663036148e-17,ch-1
3494,id1016092,0.072134473397921,ch-1
3495,id1016096,1.6446737308911437e-09,ch-1
3496,id1016098,2.6011778479276804e-17,ch-1
3497,id1016106,1.1949078454104548e-05,ch-1
3498,id1016114,2.0393693077259713e-17,ch-1
3499,id1016123,1.1696457266129013e-08,ch-1
3500,id1016134,3.238074809716243e-12,ch-1
3501,id1016139,1.2148129178272686e-17,ch-1
3502,id1016144,1.2312672462205025e-17,ch-1
3503,id1016148,1.4213794347331097e-17,ch-1
3504,id1016151,2.1362485337576995e-16,ch-1
3505,id1016176,1.1897675092379867e-08,ch-1
3506,id1016177,5.237633157011135e-09,ch-1
3507,id1016182,2.752131025776643e-05,ch-1
3508,id1016211,4.190461029922163e-12,ch-1
3509,id1016215,1.8814716537334438e-11,ch-1
3510,id1016233,4.6520074261277035e-12,ch-1
3511,id1016239,1.4564126422296866e-24,ch-1
3512,id1016266,2.3658592195085795e-05,ch-1
3513,id1016267,1.1949078454104548e-05,ch-1
3514,id1016280,5.011564114760367e-13,ch-1
3515,id1016286,0.2795726400143766,ch-1
3516,id1016292,1.1224623442822913e-05,ch-1
3517,id1016294,1.1743387302838181e-20,ch-1
3518,id1016300,2.7893920862156002e-21,ch-1
3519,id1016301,3.4234314865522135e-05,ch-1
3520,id1016305,9.239169718744152e-21,ch-1
3521,id1016322,0.026441553894151253,ch-1
3522,id1016327,2.288299255939031e-05,ch-1
3523,id1016330,9.501038893926214e-08,ch-1
3524,id1016343,5.1157029065826165e-08,ch-1
3525,id1016345,2.2499928448507054e-05,ch-1
3526,id1016348,6.742303548046793e-16,ch-1
3527,id1016359,2.2846939112642287e-05,ch-1
3528,id1016369,4.624402774243803e-24,ch-1
3529,id1016381,4.621147638529037e-12,ch-1
3530,id1016383,3.4356158685781893e-12,ch-1
3531,id1016390,2.0231161989545012e-22,ch-1
3532,id1016403,2.8188051964986407e-24,ch-1
3533,id1016404,2.044122048855042e-23,ch-1
3534,id1016407,1.0805021535664101e-24,ch-1
3535,id1016414,1.2729492891989643e-09,ch-1
3536,id1016420,1.1224623442822913e-05,ch-1
3537,id1016425,1.1757286638434977e-21,ch-1
3538,id1016427,1.1739458854845556e-09,ch-1
3539,id1016433,5.248918193542388e-09,ch-1
3540,id1016436,1.0040109133480336e-07,ch-1
3541,id1016438,4.169145481515159e-24,ch-1
3542,id1016443,3.1079010375650037e-07,ch-1
3543,id1016451,2.827785985541088e-13,ch-1
3544,id1016458,3.758756789694245e-06,ch-1
3545,id1016461,5.293169247148611e-08,ch-1
3546,id1016463,5.168813156730184e-19,ch-1
3547,id1016464,0.0005522862927474923,ch-1
3548,id1016466,5.512781123709644e-14,ch-1
3549,id1016467,2.302570952184821e-22,ch-1
3550,id1016470,0.04512791964734986,ch-1
3551,id1016480,7.395290139297477e-06,ch-1
3552,id1016484,2.2598218406743887e-19,ch-1
3553,id1016487,1.3345579123485877e-25,ch-1
3554,id1016489,2.5258652626241376e-05,ch-1
3555,id1016493,3.102914597323895e-08,ch-1
3556,id1016494,1.3491760031278242e-25,ch-1
3557,id1016502,5.472486899914963e-12,ch-1
3558,id1016503,7.94123494609353e-201,ch-1
3559,id1016510,9.594582619410524e-18,ch-1
3560,id1016513,5.901044177375945e-23,ch-1
3561,id1016515,9.180171960282617e-23,ch-1
3562,id1016516,5.6721856252672834e-24,ch-1
3563,id1016524,0.0020614617749364103,ch-1
3564,id1016526,1.089862701631601e-179,ch-1
3565,id1016527,3.110228963496276e-23,ch-1
3566,id1016528,1.2159787002790368e-05,ch-1
3567,id1016535,1.4724873204978077e-07,ch-1
3568,id1016537,9.508592543560303e-18,ch-1
3569,id1016538,1.1572649918317983e-07,ch-1
3570,id1016541,6.120311364977696e-10,ch-1
3571,id1016553,1.4711217848168552e-12,ch-1
3572,id1016560,0.00011494499122371151,ch-1
3573,id1016563,3.623240801092237e-07,ch-1
3574,id1016565,0.0003663556372348565,ch-1
3575,id1016570,6.353835784369087e-13,ch-1
3576,id1016572,5.900342068075003e-13,ch-1
3577,id1016573,7.539903231376437e-12,ch-1
3578,id1016578,5.19718599820919e-19,ch-1
3579,id1016589,2.6528380107207817e-06,ch-1
3580,id1016590,6.340998281527034e-11,ch-1
3581,id1016591,0.16831430975084075,ch-1
3582,id1016592,0.017239477485098617,ch-1
3583,id1016596,1.1828432400032847e-19,ch-1
3584,id1016604,1.837455752926779e-05,ch-1
3585,id1016608,3.0143651745562977e-18,ch-1
3586,id1016614,0.1228052447239775,ch-1
3587,id1016622,4.356677485546569e-09,ch-1
3588,id1016624,1.1959009941760266e-17,ch-1
3589,id1016625,7.676886403582544e-18,ch-1
3590,id1016633,7.156102519273835e-06,ch-1
3591,id1016634,2.8760507947763376e-18,ch-1
3592,id1016635,2.406030322824295e-14,ch-1
3593,id1016653,0.008642332251048147,ch-1
3594,id1016654,7.382799754315057e-16,ch-1
3595,id1016655,0.0140960693978524,ch-1
3596,id1016658,1.3039923274828158e-07,ch-1
3597,id1016662,1.622910483596946e-16,ch-1
3598,id1016663,3.6322452071605453e-05,ch-1
3599,id1016669,3.371872771239945e-13,ch-1
3600,id1016671,2.262484651615531e-05,ch-1
3601,id1016672,1.164557099262185e-12,ch-1
3602,id1016674,3.2362997834879347e-12,ch-1
3603,id1016682,1.1305491077171105e-06,ch-1
3604,id1016684,0.000362082254301939,ch-1
3605,id1016687,0.0001595931426527634,ch-1
3606,id1016689,1.8171154574293977e-16,ch-1
3607,id1016690,5.149384481754889e-16,ch-1
3608,id1016692,1.1259342983635752e-21,ch-1
3609,id1016693,3.869441451580802e-11,ch-1
3610,id1016696,9.81123181298885e-13,ch-1
3611,id1016697,1.2932062175176514e-05,ch-1
3612,ud1001237,7.625411684924425e-14,ch-1
3613,id1016702,5.578213257002744e-20,ch-1
3614,id1016710,0.06119120599303045,ch-1
3615,id1016714,0.0022883988785656214,ch-1
3616,id1016715,6.165661236820207e-16,ch-1
3617,id1016719,7.841187366475179e-07,ch-1
3618,id1016723,1.8242971517797379e-06,ch-1
3619,id1016736,0.00184812187292395,ch-1
3620,id1016741,7.517176218031302e-14,ch-1
3621,id1016746,0.0071352474391803596,ch-1
3622,id1016768,1.204908535570922e-05,ch-1
3623,id1016777,0.016941675140982715,ch-1
3624,id1016784,6.061372341091185e-24,ch-1
3625,id1016790,1.2196453946766184e-20,ch-1
3626,id1016791,9.304974260940204e-21,ch-1
3627,id1016797,4.823731859111947e-17,ch-1
3628,id1016801,2.4613581022549784e-190,ch-1
3629,id1016806,2.6737466292123726e-09,ch-1
3630,id1016825,7.547246886576211e-09,ch-1
3631,id1016836,0.6470377249873251,ch-1
3632,id1016842,2.0833489039710215e-13,ch-1
3633,id1016844,2.8041619232536444e-07,ch-1
3634,id1016858,2.5792938891320204e-19,ch-1
3635,id1016862,3.508806635929288e-22,ch-1
3636,id1016863,0.9634249855152879,ch-1
3637,id1016878,1.3417342302634181e-13,ch-1
3638,id1016882,5.383298128628698e-05,ch-1
3639,id1016883,7.662272302294179e-21,ch-1
3640,id1016884,7.688499201584479e-22,ch-1
3641,id1016886,8.636078387067551e-11,ch-1
3642,id1016888,4.468733898170118e-22,ch-1
3643,id1016901,4.652277307910807e-18,ch-1
3644,id1016907,0.005226948247570926,ch-1
3645,id1016913,6.353738837751775e-05,ch-1
3646,id1016919,8.07400312321739e-22,ch-1
3647,id1016923,9.311359222220838e-10,ch-1
3648,id1016928,2.1824433658279862e-07,ch-1
3649,id1016936,0.0004491128688277889,ch-1
3650,id1016950,2.153974660213092e-13,ch-1
3651,id1016956,1.6620590077173093e-21,ch-1
3652,id1016971,0.0003550763463723148,ch-1
3653,id1016974,1.5544475904414706e-21,ch-1
3654,ud1001247,0.0013679156542728316,ch-1
3655,id1016983,6.1644222253401e-22,ch-1
3656,id1016997,1.3509790480835243e-21,ch-1
3657,id1017000,9.287922047812846e-16,ch-1
3658,id1017003,1.7030661666165697e-21,ch-1
3659,id1017004,3.4758524631100966e-22,ch-1
3660,id1017018,4.718777078368215e-14,ch-1
3661,id1017024,0.00042154785721420823,ch-1
3662,id1017028,1.4719766641258366e-11,ch-1
3663,id1017035,1.6152018738496723e-14,ch-1
3664,id1017049,4.48017817119151e-15,ch-1
3665,id1017053,3.3900488072555816e-10,ch-1
3666,id1017065,1.0848021801508936e-20,ch-1
3667,id1017077,8.090279819466957e-22,ch-1
3668,id1017083,9.59640173436457e-20,ch-1
3669,id1017095,2.5628130622073742e-21,ch-1
3670,id1017096,0.0014578031114653076,ch-1
3671,id1017103,8.57327163150848e-09,ch-1
3672,id1017111,1.5605856802025907e-16,ch-1
3673,id1017112,4.980749169997844e-15,ch-1
3674,id1017115,9.471948202699575e-22,ch-1
3675,id1017117,1.1034393081473117e-22,ch-1
3676,id1017119,6.992721581926394e-11,ch-1
3677,id1017122,0.002992149620449579,ch-1
3678,id1017129,0.031010401848714703,ch-1
3679,id1017132,1.1836619332065873e-22,ch-1
3680,id1017141,1.7006589121244015e-15,ch-1
3681,id1017145,7.696565035305294e-17,ch-1
3682,id1017154,2.4094003453748282e-21,ch-1
3683,id1017157,9.800264339331816e-12,ch-1
